method,target,n,admitted,wrong,correct,coverage,wrong_all,correct_all,wrong_admitted
product_evidence_fusion,0.08,31200,2496,251,2245,0.08,0.008044871794871795,0.0719551282051282,0.10056089743589744
product_evidence_fusion,0.09,31200,2811,291,2520,0.09009615384615384,0.009326923076923076,0.08076923076923077,0.10352187833511206
product_evidence_fusion,0.1,31200,3122,315,2807,0.10006410256410256,0.010096153846153847,0.08996794871794872,0.10089686098654709
product_evidence_fusion,0.11,31200,3432,326,3106,0.11,0.01044871794871795,0.09955128205128205,0.09498834498834499
product_evidence_fusion,0.12,31200,3742,329,3413,0.11993589743589744,0.010544871794871794,0.10939102564102564,0.08792089791555319
product_evidence_fusion,0.13,31200,4058,330,3728,0.13006410256410256,0.010576923076923078,0.11948717948717949,0.08132084770823066
product_evidence_fusion,0.14,31200,4369,331,4038,0.1400320512820513,0.010608974358974359,0.12942307692307692,0.07576104371709773
product_evidence_fusion,0.15,31200,4675,331,4344,0.14983974358974358,0.010608974358974359,0.13923076923076924,0.07080213903743315
product_evidence_fusion,0.16,31200,4993,331,4662,0.16003205128205128,0.010608974358974359,0.14942307692307694,0.06629280993390747
product_evidence_fusion,0.17,31200,5302,333,4969,0.16993589743589743,0.010673076923076922,0.1592628205128205,0.06280648811769143
product_evidence_fusion,0.18,31200,5621,469,5152,0.1801602564102564,0.015032051282051283,0.16512820512820514,0.08343711083437111
product_evidence_fusion,0.19,31200,5927,696,5231,0.18996794871794873,0.022307692307692306,0.16766025641025642,0.1174287160452168
product_evidence_fusion,0.2,31200,6240,941,5299,0.2,0.03016025641025641,0.1698397435897436,0.15080128205128204
product_evidence_fusion,0.21,31200,6544,1197,5347,0.20974358974358975,0.038365384615384614,0.17137820512820512,0.1829156479217604
product_evidence_fusion,0.22,31200,6868,1480,5388,0.22012820512820513,0.047435897435897434,0.1726923076923077,0.21549213744903903
